County Name,Water Body Name,Landmarks,Advisory Level,DetailStaticText,Advisory Detail Descr Display,Advisory Detail Descr,Advisory Level Description,Advisory Level,BloomInfo ID,Contact Org,County Name,Date Created,First Report,Landmarks,Rec Land Manager,RegionName,Report Updated On,Water Body Manager,Water Body Name,Latitude,Longitude
San Bernardino,Yucaipa Regional Park,Yucaipa Regional Park Middle Lake - SE corner,Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3528,Santa Ana RWQCB,San Bernardino,9/2/2022,6/23/2022,Yucaipa Regional Park Middle Lake - SE corner,Local Park and Recreation Department,Region 8 - Santa Ana,9/2/2022,Unknown,Yucaipa Regional Park,34.05505,-117.04735
San Diego,Big Laguna Lake,Open water near the berm/earth dam,Last verified >30 days ago,Detail,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3324,San Diego Water Board,San Diego,5/20/2022,5/11/2022,Open water near the berm/earth dam,United States Forest Service,Region 9 - San Diego,8/25/2022,United States Forest Service,Big Laguna Lake,32.87778,-116.46269
San Diego,Cedar Creek,Cedar Creek at the falls,Danger,Detail,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,"STAY OUT OF THE WATER. Do not touch scum in the water or shore. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Do not eat shellfish from this waterbody.",Danger,3327,San Diego Water Board,San Diego,5/20/2022,5/16/2022,Cedar Creek at the falls,United States Forest Service,Region 9 - San Diego,10/21/2022,United States Forest Service,Cedar Creek,32.99865,-116.79891
San Diego,Chollas Lake,at the boat launch,Last verified >30 days ago,Detail,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3450,San Diego Water Board,San Diego,6/1/2022,5/16/2022,at the boat launch,Local Park and Recreation Department,Region 9 - San Diego,8/29/2022,Local Park and Recreation Department,Chollas Lake,32.73755,-117.06132
San Diego,Chollas Lake,mid-lake,Last verified >90 days ago,Detail,,,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3451,San Diego Water Board,San Diego,6/1/2022,5/16/2022,mid-lake,Local Park and Recreation Department,Region 9 - San Diego,6/1/2022,Local Park and Recreation Department,Chollas Lake,32.73694,-117.06332
San Diego,Cuyamaca Reservoir,at boat launch,Last verified >90 days ago,Detail,,,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3448,San Diego Water Board,San Diego,6/1/2022,5/17/2022,at boat launch,Local Park and Recreation Department,Region 9 - San Diego,6/1/2022,Local Municipal Water District,Cuyamaca Reservoir,32.98766,-116.58303
San Diego,Cuyamaca Reservoir,mid-lake,Last verified >90 days ago,Detail,,,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3449,San Diego Water Board,San Diego,6/1/2022,5/17/2022,mid-lake,Local Park and Recreation Department,Region 9 - San Diego,6/1/2022,Local Municipal Water District,Cuyamaca Reservoir,32.98846,-116.58076
San Diego,Escondido Creek,Escondido Creek at Elfin Forest Recreational Reserve beach,Last verified >30 days ago,Detail,Water testing of samples indicated no harmful algal bloom produced by cyanobacteria was present. Other types of nuisance algae are present that are not known to produce toxins.,Water testing of samples indicated no harmful algal bloom produced by cyanobacteria was present. Other types of nuisance algae are present that are not known to produce toxins.,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3326,San Diego Water Board,San Diego,5/20/2022,5/11/2022,Escondido Creek at Elfin Forest Recreational Reserve beach,Local Municipal Water District,Region 9 - San Diego,8/25/2022,Local Municipal Water District,Escondido Creek,33.08593,-117.14459
San Diego,Lake Henshaw,end of fishing dock,Caution,Detail,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Caution,3284,San Diego Regional Water Board,San Diego,5/12/2022,4/15/2022,end of fishing dock,,Region 9 - San Diego,10/21/2022,Vista Irrigation District,Lake Henshaw,33.235361,-116.75569
San Diego,Lake Henshaw,Launch Ramp,Last verified >90 days ago,Detail,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.","Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.",No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3497,California Department of Fish and Wildlife,San Diego,6/29/2022,6/29/2022,Launch Ramp,,Region 9 - San Diego,6/30/2022,,Lake Henshaw,33.23463,-116.75537
San Diego,Lake Henshaw,Open water near buoy line and at shoreline,Caution,Detail,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Caution,3285,Vista Irrigation District,San Diego,5/17/2022,1/4/2022,Open water near buoy line and at shoreline,,Region 9 - San Diego,10/21/2022,Vista Irrigation District,Lake Henshaw,33.235705,-116.75677
