OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,PreparationStartDate,ProviderName,ActivityStartDateTime,ActivityEndDateTime,LatitudeMeasure,LongitudeMeasure
USGS-CA,USGS California Water Science Center,nwisca.01.02204133,Sample-Routine,Water,Surface Water,2022-06-15,09:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,NA,NA,"Stable, low stage",Routine sample,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,Not Detected,Inorganic nitrogen (nitrate and nitrite),Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-07-11,NA,Detection limit by DQCALC,0.04,mg/l as N,NA,NWIS,2022-06-15T16:30:00Z,NA,38.45601954000000,-121.5013437000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204962,Sample-Routine,Water,Surface Water,2022-08-10,09:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,NA,NA,"Stable, low stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US D-96 bag sampler,NA,Ammonia and ammonium,Dissolved,0.02,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-09-02,below the reporting level but at or above the detection level,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-08-10T16:30:00Z,NA,38.45601954000000,-121.5013437000000
USGS-CA,USGS California Water Science Center,nwisca.01.02205026,Sample-Routine,Water,Surface Water,2022-08-16,09:00:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11303500,NA,NA,"Stable, low stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 Teflon bottle,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-09-07,NA,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-08-16T16:00:00Z,NA,37.67604060000000,-121.2663293000000
USGS-CA,USGS California Water Science Center,nwisca.01.02205026,Sample-Routine,Water,Surface Water,2022-08-16,09:00:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11303500,NA,NA,"Stable, low stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 Teflon bottle,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.437,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-09-08,NA,Detection limit by DQCALC,0.04,mg/l as N,NA,NWIS,2022-08-16T16:00:00Z,NA,37.67604060000000,-121.2663293000000
USGS-CA,USGS California Water Science Center,nwisca.01.02205026,Sample-Routine,Water,Surface Water,2022-08-16,09:00:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11303500,NA,NA,"Stable, low stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 Teflon bottle,NA,Orthophosphate,Dissolved,0.026,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-09-07,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-08-16T16:00:00Z,NA,37.67604060000000,-121.2663293000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204959,Sample-Routine,Water,Surface Water,2022-08-09,09:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11303500,NA,NA,"Stable, low stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),Grab sample,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.484,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-09-01,NA,Detection limit by DQCALC,0.04,mg/l as N,NA,NWIS,2022-08-09T16:30:00Z,NA,37.67604060000000,-121.2663293000000
USGS-CA,USGS California Water Science Center,nwisca.01.02201998,Sample-Routine,Water,Surface Water,2022-02-16,10:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455508,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,1.9,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-03-04,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2022-02-16T18:00:00Z,NA,38.04953056000000,-121.8875500000000
USGS-CA,USGS California Water Science Center,nwisca.01.02201371,Sample-Routine,Water,Surface Water,2022-01-25,11:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-381142122015801,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.108,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-02-15,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-01-25T19:15:00Z,NA,38.19489444000000,-122.0328139000000
USGS-CA,USGS California Water Science Center,nwisca.01.02202381,Sample-Routine,Water,Surface Water,2022-03-03,15:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11337190,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.044,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-03-14,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-03-03T23:45:00Z,NA,38.05214240000000,-121.6888428000000
USGS-CA,USGS California Water Science Center,nwisca.01.02201798,Sample-Routine,Water,Surface Water,2022-02-08,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455142,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,DL and/or RL censoring was not applied. Final result or value-qualifier code has been updated with accurate censoring. Please see Technical Memorandum 2022.04 for more information.,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-03-01,see result laboratory comment,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-02-08T18:30:00Z,NA,38.34166667000000,-121.6438889000000
USGS-CA,USGS California Water Science Center,nwisca.01.02201798,Sample-Routine,Water,Surface Water,2022-02-08,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455142,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.43,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-02-23,NA,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-02-08T18:30:00Z,NA,38.34166667000000,-121.6438889000000
USGS-CA,USGS California Water Science Center,nwisca.01.02201371,Sample-Routine,Water,Surface Water,2022-01-25,11:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-381142122015801,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,1.16,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-02-09,sample was diluted,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-01-25T19:15:00Z,NA,38.19489444000000,-122.0328139000000
USGS-CA,USGS California Water Science Center,nwisca.01.02202723,Sample-Routine,Water,Surface Water,2022-03-22,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455140,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Ammonia and ammonium,Dissolved,0.03,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-04-04,below the reporting level but at or above the detection level,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-03-22T18:30:00Z,NA,38.34916667000000,-121.6447222000000
USGS-CA,USGS California Water Science Center,nwisca.01.02202388,Sample-Routine,Water,Surface Water,2022-03-08,11:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455142,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,4.1,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-03-22,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2022-03-08T19:30:00Z,NA,38.34166667000000,-121.6438889000000
USGS-CA,USGS California Water Science Center,nwisca.01.02201371,Sample-Routine,Water,Surface Water,2022-01-25,11:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-381142122015801,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Ammonia and ammonium,Dissolved,0.14,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-02-15,NA,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-01-25T19:15:00Z,NA,38.19489444000000,-122.0328139000000
USGS-CA,USGS California Water Science Center,nwisca.01.02202388,Sample-Routine,Water,Surface Water,2022-03-08,11:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455142,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-03-24,NA,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-03-08T19:30:00Z,NA,38.34166667000000,-121.6438889000000
USGS-CA,USGS California Water Science Center,nwisca.01.02202723,Sample-Routine,Water,Surface Water,2022-03-22,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455140,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.02,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-03-31,below the reporting level but at or above the detection level,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-03-22T18:30:00Z,NA,38.34916667000000,-121.6447222000000
USGS-CA,USGS California Water Science Center,nwisca.01.02202386,Sample-Routine,Water,Surface Water,2022-03-10,11:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11447890,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-03-24,NA,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-03-10T19:45:00Z,NA,38.25769218000000,-121.5182865000000
USGS-CA,USGS California Water Science Center,nwisca.01.02202723,Sample-Routine,Water,Surface Water,2022-03-22,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455140,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.114,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-04-04,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-03-22T18:30:00Z,NA,38.34916667000000,-121.6447222000000
USGS-CA,USGS California Water Science Center,nwisca.01.02202816,Sample-Routine,Water,Surface Water,2022-03-29,13:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-381142122015801,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.51,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-04-15,NA,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-03-29T21:45:00Z,NA,38.19489444000000,-122.0328139000000
USGS-CA,USGS California Water Science Center,nwisca.01.02202816,Sample-Routine,Water,Surface Water,2022-03-29,13:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-381142122015801,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.088,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-04-08,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-03-29T21:45:00Z,NA,38.19489444000000,-122.0328139000000
USGS-CA,USGS California Water Science Center,nwisca.01.02201797,Sample-Routine,Water,Surface Water,2022-02-08,10:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.25,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-02-23,NA,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-02-08T18:00:00Z,NA,38.19395556000000,-121.6580028000000
USGS-CA,USGS California Water Science Center,nwisca.01.02201797,Sample-Routine,Water,Surface Water,2022-02-08,10:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.041,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-03-01,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-02-08T18:00:00Z,NA,38.19395556000000,-121.6580028000000
USGS-CA,USGS California Water Science Center,nwisca.01.02201797,Sample-Routine,Water,Surface Water,2022-02-08,10:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,1.4,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-03-04,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2022-02-08T18:00:00Z,NA,38.19395556000000,-121.6580028000000
USGS-CA,USGS California Water Science Center,nwisca.01.02202381,Sample-Routine,Water,Surface Water,2022-03-03,15:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11337190,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.37,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-03-16,NA,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-03-03T23:45:00Z,NA,38.05214240000000,-121.6888428000000
USGS-CA,USGS California Water Science Center,nwisca.01.02202381,Sample-Routine,Water,Surface Water,2022-03-03,15:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11337190,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,3.5,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-03-14,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2022-03-03T23:45:00Z,NA,38.05214240000000,-121.6888428000000
USGS-CA,USGS California Water Science Center,nwisca.01.02201614,Sample-Routine,Water,Surface Water,2022-02-03,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455478,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.35,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-02-23,NA,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-02-03T18:30:00Z,NA,38.09325200000000,-121.7371772000000
USGS-CA,USGS California Water Science Center,nwisca.01.02202816,Sample-Routine,Water,Surface Water,2022-03-29,13:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-381142122015801,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Ammonia and ammonium,Dissolved,0.06,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-04-08,NA,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-03-29T21:45:00Z,NA,38.19489444000000,-122.0328139000000
USGS-CA,USGS California Water Science Center,nwisca.01.02201998,Sample-Routine,Water,Surface Water,2022-02-16,10:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455508,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.43,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-03-07,NA,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-02-16T18:00:00Z,NA,38.04953056000000,-121.8875500000000
USGS-CA,USGS California Water Science Center,nwisca.01.02201998,Sample-Routine,Water,Surface Water,2022-02-16,10:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455508,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.056,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-03-03,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-02-16T18:00:00Z,NA,38.04953056000000,-121.8875500000000
USGS-CA,USGS California Water Science Center,nwisca.01.02202722,Sample-Routine,Water,Surface Water,2022-03-22,11:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,1.5,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-04-12,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2022-03-22T19:15:00Z,NA,38.19395556000000,-121.6580028000000
